Amplitude,Spike Count,Area,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint
116,395,ORBl1,30.2,-86,0.4,0.73,69
98,1249,ORBl2/3,27.5,-70.7,0.4,0.57,43
165,1421,ORBl1,50.4,-114.2,0.4,0.6,63
94,552,ORBl2/3,81.8,-11.8,6.9,-2.7,0
122,2898,ORBl2/3,26.5,-95.6,0.3,0.5,32
123,1317,ORBl1,40.3,-82.7,0.5,0.67,53
445,519,PIR,85.8,-359.3,0.2,0.7,65
442,519,PIR,87.3,-354.4,0.2,0.77,63
271,10554,PIR,91.6,-179.3,0.5,0.57,92
220,4629,PIR,48.2,-172.1,0.3,0.53,26
122,4495,PIR,31.2,-91.2,0.3,0.63,36
190,209,PIR,55.4,-134.8,0.4,0.6,56
411,1233,PIR,75.2,-335.7,0.2,0.9,52
423,622,PIR,142.7,-279.8,0.5,0.17,57
197,1306,PIR,50.8,-146.1,0.3,0.6,51
667,352,PIR,154.4,-512.3,0.3,0.63,67
535,13539,PIR,175.7,-359,0.5,0.27,52
418,271,PIR,121.5,-296.5,0.4,0.67,73
252,4127,PIR,54.8,-196.9,0.3,0.67,66
272,799,PIR,60.6,-211.2,0.3,0.7,70
268,1587,PIR,71.9,-196,0.4,0.53,62
500,237,PIR,130.9,-369.5,0.4,0.67,71
263,800,PIR,55.8,-207.3,0.3,0.67,65
680,352,PIR,158.6,-521.2,0.3,0.6,66
86,384,PIR,28.3,-58.2,0.5,0.73,59
263,588,PIR,73.1,-190.2,0.4,0.67,79
142,571,PIR,45.1,-96.7,0.5,0.7,51
319,278,OLF,91.7,-227.4,0.4,0.6,75
135,1019,OLF,38.3,-96.5,0.4,0.9,53
176,3668,OLF,59.5,-116.5,0.5,0.67,51
215,538,OLF,60.4,-154.2,0.4,0.7,51
326,489,OLF,97.1,-228.9,0.4,0.57,96
138,1190,OLF,42.2,-95.5,0.4,0.57,54
628,162,OLF,185.7,-442.5,0.4,0.77,63
612,162,OLF,173,-438.6,0.4,0.8,62
614,162,OLF,170.3,-444.1,0.4,0.77,60
100,827,OLF,31.4,-68.6,0.5,0.67,29
114,136,OLF,23.6,-90.6,0.3,0.63,41
246,1588,OLF,79.3,-166.7,0.5,0.17,40
337,256,OLF,100.1,-237.4,0.4,0.67,79
338,490,OLF,102.9,-235.4,0.4,0.53,95
255,262,OLF,78.5,-176.9,0.4,0.6,78
90,426,OLF,34.3,-56.2,0.6,0.7,41
156,1788,OLF,45.5,-110.6,0.4,0.63,55
213,277,ORBl1,63.3,-149.3,0.4,0.7,68
133,745,OLF,41.8,-91.4,0.5,0.63,64
317,1191,ORBl1,93.4,-224.1,0.4,0.73,77
126,1153,ORBl1,48.4,-78,0.6,0.57,42
149,1816,ORBl1,45.9,-102.6,0.4,0.23,42
250,556,ORBl1,70.2,-179.6,0.4,0.67,51
86,1220,PIR,23.1,-62.6,0.4,0.7,49
122,928,PIR,33.3,-88.5,0.4,0.83,60
119,421,PIR,34.5,-85,0.4,0.83,51
141,936,PIR,46.1,-94.8,0.5,0.7,61
228,690,PIR,70.6,-157.7,0.4,0.73,70
143,411,PIR,35.3,-107.7,0.3,0.73,55
130,1773,PIR,31.8,-98.2,0.3,0.7,36
87,504,PIR,27.5,-59.4,0.5,0.67,30
107,325,OLF,34.8,-72.1,0.5,0.53,31
112,363,OLF,34.8,-76.7,0.5,0.83,68
140,1659,ORBl1,48.5,-91.1,0.5,0.67,49
119,884,OLF,35.6,-83.1,0.4,0.57,62
129,2651,ORBl1,32.1,-96.9,0.3,0.5,48
122,687,ORBl1,33.4,-88.7,0.4,0.7,44
141,352,PIR,39,-101.9,0.4,0.7,64
135,406,OLF,42,-92.5,0.5,0.57,80
176,406,ORBl1,54.2,-122.2,0.4,0.67,73
128,2995,ORBl1,43.3,-84.6,0.5,0.63,46
90,298,OLF,31.9,-58,0.6,0.73,34
129,351,PIR,37.1,-91.6,0.4,0.57,61
167,704,PIR,44.9,-122,0.4,0.63,54
116,330,PIR,29.1,-86.6,0.3,0.53,35
375,411,PIR,85.5,-289.5,0.3,0.43,39
137,109,PIR,32,-105.3,0.3,0.67,39
155,1985,PIR,66.5,-88.4,0.8,0.77,35
252,10053,PIR,85.8,-166.4,0.5,0.27,70
77,5116,PIR,12.9,-64.5,0.2,0.6,25
216,448,PIR,65.9,-150,0.4,0.67,43
136,64,PIR,43.1,-93,0.5,0.73,45
116,1766,PIR,44,-71.6,0.6,0.37,21
221,55,PIR,79.9,-141.5,0.6,0.7,46
353,515,PIR,84.1,-269,0.3,0.67,50
388,1943,PIR,154.3,-233.7,0.7,0.13,59
305,729,PIR,79.9,-225.5,0.4,0.57,64
303,738,PIR,80.6,-222.5,0.4,0.6,65
459,256,PIR,106.1,-353.3,0.3,0.63,59
162,1728,PIR,42.5,-119.9,0.4,0.23,40
454,255,PIR,109.7,-344.3,0.3,0.63,60
558,3203,PIR,183,-374.7,0.5,0.47,94
203,3243,PIR,40.4,-162.6,0.2,0.43,25
171,413,PIR,42.7,-128,0.3,0.67,34
318,569,PIR,113.6,-204.3,0.6,0.17,35
75,540,PIR,22.2,-53.1,0.4,0.7,31
97,476,PIR,61,-36.2,1.7,0.67,46
68,738,PIR,18,-50.3,0.4,0.73,51
140,493,PIR,41.4,-98.8,0.4,0.67,61
108,1401,PIR,28.4,-79.6,0.4,0.63,54
820,55,PIR,133.7,-686.5,0.2,0.53,58
208,1121,PIR,69.6,-138.8,0.5,0.63,57
445,586,PIR,182.2,-262.4,0.7,0.2,56
505,586,PIR,225.5,-279.5,0.8,0.17,58
193,2562,PIR,98.3,-94.4,1,0.77,54
338,155,PIR,206.7,-130.9,1.6,0.6,42
290,66,PIR,179.7,-110.6,1.6,0.83,57
194,873,PIR,45.3,-148.8,0.3,0.6,50
215,115,PIR,52.4,-162.3,0.3,0.7,53
124,10419,PIR,40.6,-83.4,0.5,0.3,32
96,296,PIR,26,-69.8,0.4,0.67,36
186,300,PIR,48,-138.3,0.3,0.67,55
298,518,PIR,101.7,-195.8,0.5,0.2,62
154,67,PIR,34.9,-119.3,0.3,0.63,43
234,73,PIR,62.3,-171.7,0.4,0.67,57
225,2541,PIR,53,-171.8,0.3,0.87,46
135,276,PIR,86.7,-47.9,1.8,0.63,48
283,51,PIR,73.8,-209.4,0.4,0.73,58
69,7016,PIR,15.6,-53.4,0.3,0.97,20
127,7768,PIR,36.5,-90.7,0.4,0.23,38
160,1375,PIR,48.6,-111.1,0.4,0.63,49
434,268,PIR,103.6,-330.4,0.3,0.4,64
142,909,PIR,46.1,-95.9,0.5,0.63,35
84,645,PIR,23.9,-60.3,0.4,0.77,35
113,3540,PIR,53.5,-59.4,0.9,0.97,37
123,766,PIR,41.3,-81.5,0.5,0.73,28
96,7644,PIR,27.4,-68.7,0.4,0.87,50
81,1753,PIR,20.8,-60.1,0.3,0.7,51
81,7098,PIR,26.4,-54.7,0.5,0.53,27
99,536,PIR,24.3,-74.5,0.3,0.8,37
352,215,PIR,75.2,-276.4,0.3,0.8,47
135,840,PIR,32.9,-102,0.3,0.4,37
134,349,PIR,84.9,-49.4,1.7,0.67,38
300,74,PIR,82.2,-217.6,0.4,0.73,61
117,111,PIR,45.2,-71.7,0.6,0.7,72
232,1528,PIR,126.4,-105.5,1.2,0.53,90
267,652,PIR,75.4,-191.3,0.4,0.77,50
192,669,PIR,72.5,-119.2,0.6,0.77,51
232,1526,PIR,127.3,-104.5,1.2,0.5,91
139,94,PIR,61.9,-76.8,0.8,0.93,63
273,781,PIR,68.1,-204.5,0.3,0.77,54
130,991,PIR,43.7,-86.6,0.5,0.73,52
100,193,PIR,31.1,-68.9,0.5,0.7,57
149,266,PIR,35.2,-113.6,0.3,0.57,49
181,622,PIR,51.6,-128.9,0.4,0.67,55
280,210,PIR,69,-211.5,0.3,0.57,56
314,1257,PIR,94.5,-219.5,0.4,0.27,50
649,192,PIR,131.4,-517.7,0.3,0.67,55
117,528,PIR,26.8,-90.2,0.3,0.77,35
264,555,PIR,71.7,-192.1,0.4,0.53,39
65,511,PIR,17.2,-48.1,0.4,0.77,33
102,339,PIR,31,-70.7,0.4,0.5,36
140,99,PIR,51.4,-88.6,0.6,0.67,58
117,286,PIR,32.5,-84.7,0.4,0.67,51
80,735,PIR,23.8,-56.2,0.4,0.73,26
160,792,PIR,55.2,-104.7,0.5,0.63,52
81,1325,OLF,17.7,-63,0.3,1.27,24
104,203,OLF,23.4,-81,0.3,0.87,24
87,1810,OLF,18.3,-68.5,0.3,0.8,18
141,2122,OLF,47.8,-93.5,0.5,1,31
123,408,OLF,33.9,-89.4,0.4,0.67,39
232,79,OLF,59.9,-172.2,0.3,0.63,54
53,924,OLF,14.8,-38,0.4,0.83,11
92,139,OLF,49,-43.3,1.1,0.9,26
207,1544,OLF,31.6,-175.1,0.2,0.67,37
99,1402,OLF,69,-29.7,2.3,0.93,17
81,5516,OLF,14.8,-66.5,0.2,1.2,21
82,561,EPd,14.6,-67.6,0.2,0.63,21
233,197,EPd,57.5,-175.3,0.3,0.77,58
220,224,EPd,57.6,-162.9,0.4,0.77,58
342,119,EPd,79.6,-262.3,0.3,0.73,40
347,118,EPd,80.1,-267,0.3,0.73,39
68,3990,OLF,16.9,-51,0.3,0.77,16
72,276,SI,13,-59,0.2,0.47,25
50,2143,SI,11.9,-38.1,0.3,0.97,10
90,487,SI,22.7,-66.9,0.3,0.8,18
266,726,SI,81.4,-184.1,0.4,0.73,40
120,2719,SI,54.2,-66.1,0.8,0.27,26
237,1744,SI,48,-189.5,0.3,0.4,81
117,83,SI,42,-74.7,0.6,0.63,36
132,1680,OLF,34.4,-97.3,0.4,0.6,55
107,2140,OLF,26.4,-81,0.3,0.6,35
144,74,OLF,41.2,-102.8,0.4,0.67,50
117,4471,OLF,24.9,-92.5,0.3,0.9,20
76,303,SI,15.4,-61.1,0.3,0.83,23
62,579,MOs2/3,39.6,-22.1,1.8,1,10
135,406,MOp2/3,45.6,-89.7,0.5,0.67,66
102,155,MOp2/3,22.2,-79.8,0.3,0.77,72
101,139,MOp2/3,27.1,-74.1,0.4,0.47,37
284,198,MOp2/3,48.7,-235.2,0.2,0.8,51
230,276,MOp2/3,44.4,-185.7,0.2,0.8,44
137,10103,MOs2/3,14.9,-122,0.1,0.7,0
35,6308,MOs2/3,7.5,-27.4,0.3,0.97,0
84,776,MOs2/3,33.8,-49.8,0.7,0.27,18
76,531,MOs2/3,52.5,-23.1,2.3,0.73,28
120,3617,MOs2/3,33.2,-86.4,0.4,1.03,44
75,401,MOp2/3,21.1,-53.9,0.4,0.67,45
440,145,MOp5,95.8,-343.9,0.3,0.77,74
626,1618,MOp5,129.2,-497.1,0.3,0.67,84
210,2222,MOp5,56.9,-153.3,0.4,0.83,94
129,3274,MOp5,52.3,-76.7,0.7,0.6,35
199,179,MOp5,59.2,-139.4,0.4,0.67,53
200,2193,MOp5,53.5,-146.5,0.4,0.7,89
460,1286,MOp5,146.7,-313.5,0.5,0.6,76
513,249,MOp5,114,-399.5,0.3,0.67,70
117,534,MOp5,27.7,-89.6,0.3,0.4,8
157,624,MOp5,55.3,-101.8,0.5,0.4,50
88,2110,MOp5,29.1,-58.5,0.5,0.77,52
492,124,MOp5,151.9,-340.1,0.4,0.23,59
496,284,MOp5,146.4,-349.7,0.4,0.23,55
495,122,MOp2/3,134.3,-360.9,0.4,0.7,56
212,158,MOp5,69.5,-142.7,0.5,0.63,56
77,436,MOp5,22.3,-54.8,0.4,0.77,31
387,185,MOp2/3,102.6,-284.8,0.4,0.7,55
405,143,MOp2/3,114.4,-291.1,0.4,0.7,57
471,128,MOp2/3,130.2,-340.4,0.4,0.7,57
75,2410,MOp2/3,20,-55.2,0.4,0.77,43
111,386,MOp2/3,31.7,-79.2,0.4,0.3,24
202,535,MOp2/3,74.9,-127.4,0.6,0.83,129
508,70,MOp2/3,136.5,-371.7,0.4,0.7,57
138,901,MOp5,40.5,-97.8,0.4,0.63,57
138,2571,MOp5,51.8,-85.8,0.6,0.6,68
123,449,MOp5,25.4,-98,0.3,0.37,9
120,347,MOp5,41,-78.8,0.5,0.67,31
94,773,MOp5,17.9,-76.3,0.2,0.6,21
140,746,MOp2/3,14.7,-125,0.1,0.37,9
126,323,MOp2/3,38.5,-87,0.4,0.7,52
167,680,MOp5,40.3,-126.4,0.3,0.63,35
177,466,MOp5,44.1,-133,0.3,1.03,50
252,1339,MOp5,138.7,-113.3,1.2,0.67,38
218,413,MOp5,52.5,-165.3,0.3,0.8,50
209,755,MOp5,68.3,-140.4,0.5,0.77,62
289,296,MOp5,81.2,-207.6,0.4,0.67,52
332,2792,MOp5,105,-227.4,0.5,0.5,92
220,1577,MOp5,56.7,-163.4,0.3,0.77,57
265,1252,MOp5,78.2,-186.9,0.4,0.73,70
323,2804,MOp5,88.7,-234.1,0.4,0.47,92
788,718,MOp5,178.2,-609.5,0.3,0.6,52
121,490,MOp5,37.6,-83.4,0.5,0.37,43
165,428,MOp5,56.9,-107.6,0.5,0.57,82
160,91,MOp5,47.6,-112.6,0.4,0.6,63
211,907,MOp5,69,-142.1,0.5,0.53,84
90,5503,MOp5,23.4,-66.3,0.4,0.63,22
120,533,MOp5,20.8,-99.4,0.2,0.27,11
886,549,MOp5,193.4,-693,0.3,0.6,62
209,353,MOp5,64.3,-145.1,0.4,0.67,48
89,690,MOp5,25.3,-63.5,0.4,0.97,39
174,3216,MOp5,65.3,-108.9,0.6,0.5,80
238,607,MOp5,72.2,-166.1,0.4,0.53,58
145,864,MOp5,48.3,-96.4,0.5,0.53,59
816,345,MOp5,190.9,-625.1,0.3,0.63,59
151,4181,MOp6a,59,-91.6,0.6,0.77,40
69,441,MOp6a,19.3,-49.3,0.4,0.67,27
91,1259,MOp6a,67.2,-23.9,2.8,0.17,0
91,340,MOp6a,28.7,-62,0.5,0.8,29
172,707,MOp6a,111.5,-60.8,1.8,0.23,29
401,415,MOp6a,107.4,-293.1,0.4,0.57,56
220,761,MOp6a,65.5,-154.6,0.4,0.77,54
300,404,MOp6a,91.9,-208.2,0.4,0.53,67
147,1131,MOp6a,48.5,-98.7,0.5,0.5,37
277,402,MOp6a,83.2,-194.1,0.4,0.53,63
102,2557,MOp6a,23.1,-78.7,0.3,1.03,45
285,114,MOp6a,100.3,-184.6,0.5,0.23,40
216,203,MOp6a,68.6,-147.5,0.5,0.47,69
355,215,MOp5,112.3,-242.6,0.5,0.5,101
95,2116,MOp6a,28.8,-66.2,0.4,0.93,45
217,1297,MOp6a,54.8,-162,0.3,0.27,33
120,173,MOp6a,12.2,-107.3,0.1,0.7,54
138,2448,MOp5,26.7,-110.8,0.2,0.3,6
359,213,MOp5,117.6,-241.8,0.5,0.53,98
246,735,MOp5,56.6,-189,0.3,0.7,49
330,218,MOp5,119,-211.4,0.6,0.67,112
179,4258,MOp5,120,-59,2,0.7,13
421,306,MOp5,107.6,-313.3,0.3,0.63,71
218,1244,MOp5,66.4,-151.9,0.4,0.5,77
80,344,MOp6a,59.2,-21.2,2.8,0.53,0
129,412,MOp6a,38.7,-90.1,0.4,0.6,59
85,729,MOp6a,34.4,-51.1,0.7,0.93,30
143,674,MOp6a,45.1,-97.7,0.5,0.6,66
85,1287,MOp6a,24.9,-60.3,0.4,0.93,14
112,144,MOp6a,21.8,-89.7,0.2,0.8,43
72,87,MOp6a,13.3,-58.6,0.2,1.33,9
172,161,MOp6a,46,-125.8,0.4,0.77,45
112,1713,MOp6a,21,-90.8,0.2,0.7,47
125,2512,MOp6a,37.6,-87.3,0.4,0.97,35
628,70,MOp6a,180.1,-448,0.4,0.33,38
113,462,MOp6a,38.9,-74.5,0.5,0.43,42
221,3784,MOp6a,63.1,-158.1,0.4,0.6,42
80,3298,MOp6a,19.2,-60.8,0.3,0.93,47
164,391,MOp6a,47.4,-116.3,0.4,0.53,65
125,570,GU6a,37.7,-87.4,0.4,0.7,52
234,94,MOp6a,70.3,-163.6,0.4,0.5,53
153,4032,MOp6a,49,-103.7,0.5,0.93,29
257,1031,MOp6a,46.4,-210.5,0.2,0.6,50
222,155,MOp6a,48.8,-173.3,0.3,0.27,10
317,531,MOp6a,84.6,-232.8,0.4,0.33,54
163,78,MOp6a,57.8,-105,0.6,0.97,61
171,91,MOp6a,53.9,-116.9,0.5,0.73,46
120,556,MOp6a,43.2,-76.9,0.6,0.77,33
212,573,MOp6a,65.8,-146.4,0.4,0.6,45
139,390,MOp6a,32,-106.9,0.3,1.2,44
178,364,MOp6a,41.8,-136.5,0.3,0.8,54
73,5098,MOp6a,5.4,-67.5,0.1,0.8,5
154,213,MOp6a,56.8,-97.1,0.6,0.6,39
151,787,MOp6a,36.5,-114,0.3,0.7,30
112,2736,MOp6a,13.7,-98.6,0.1,0.33,8
137,329,MOp6a,38.8,-98.2,0.4,0.57,48
90,660,MOp6a,21.5,-68,0.3,0.83,38
59,1681,MOp6a,18.6,-40.8,0.5,1,20
79,481,AId6a,14.8,-63.8,0.2,0.73,19
136,117,AId6a,45.1,-91.1,0.5,0.73,40
156,409,GU6a,34.2,-122,0.3,0.2,10
103,1094,GU6a,14.5,-88.4,0.2,0.4,10
111,18080,GU6a,51.6,-59.3,0.9,0.83,20
136,533,GU6a,37.2,-99.3,0.4,0.23,8
147,241,GU6a,21.2,-125.9,0.2,0.27,11
103,1225,GU6a,32.7,-70.6,0.5,0.87,50
95,544,GU6a,42.5,-52.5,0.8,0.77,38
114,343,GU6a,38.8,-75.7,0.5,0.7,31
112,2312,AIv5,39.7,-71.9,0.6,0.23,6
265,547,AIv6a,65.3,-200.1,0.3,0.67,80
78,1466,AIv6a,5.2,-73,0.1,1.1,30
173,174,AIv6a,35.7,-137.7,0.3,0.83,48
90,861,AIv6a,38.2,-52.1,0.7,0.8,17
166,128,AIv6a,19.6,-146.8,0.1,1.17,18
125,435,AIv6a,26.9,-98,0.3,0.4,12
524,225,AIv6a,117.9,-405.9,0.3,1,56
112,1066,AIv6a,12.3,-99.6,0.1,0.97,10
99,1058,AIv6a,45.2,-53.5,0.8,0.87,26
119,270,ORBl5,50.9,-68.1,0.7,0.63,43
328,74,ORBl5,92.1,-235.6,0.4,0.5,84
96,1608,AIv5,20.8,-74.8,0.3,0.57,35
98,2059,AIv5,22.5,-75.8,0.3,0.23,9
370,1688,AIv5,97.2,-272.6,0.4,0.67,51
118,557,AIv5,29.5,-88.3,0.3,0.23,12
134,215,AIv5,31,-103,0.3,0.83,50
365,54,AIv5,73.8,-291.6,0.3,0.77,49
147,116,AIv5,33.7,-113.6,0.3,0.33,15
97,90,AIv5,33.8,-63.3,0.5,0.77,47
241,848,AIv6a,61.1,-180.4,0.3,0.47,42
156,95,AIv5,49.6,-106.3,0.5,0.63,43
402,1076,ORBl5,103.5,-298.5,0.3,0.3,35
136,3286,ORBl5,31.7,-104.2,0.3,0.27,8
187,3059,ORBl5,62.7,-123.8,0.5,0.23,43
318,85,ORBl5,91.9,-225.9,0.4,0.6,48
109,807,ORBl5,28.9,-80.4,0.4,0.43,35
369,3101,ORBl5,172.7,-196.1,0.9,0.2,33
194,830,ORBl5,60.9,-133.4,0.5,0.73,39
191,315,ORBl5,67.7,-123.1,0.6,0.6,37
185,384,ORBl5,64.1,-121.3,0.5,0.77,39
170,98,ORBl5,58.2,-111.9,0.5,0.87,34
159,286,ORBl5,47.5,-111.5,0.4,0.7,48
99,263,ORBl5,33,-66.1,0.5,0.67,51
598,101,ORBl5,116.8,-481.4,0.2,0.63,60
594,100,ORBl5,118.2,-475.8,0.2,0.63,60
310,77,ORBl5,65.7,-244.1,0.3,0.7,42
173,103,ORBl5,46.2,-126.3,0.4,0.63,50
455,146,ORBl5,100.7,-354.7,0.3,0.63,54
117,70,ORBl5,27.3,-89.4,0.3,0.8,44
82,368,ORBl5,35.8,-46.5,0.8,0.73,13
191,316,ORBl5,76.6,-114.5,0.7,0.6,50
106,525,ORBl5,20.3,-85.4,0.2,0.73,48
185,162,ORBl5,40.1,-145.2,0.3,0.77,40
498,85,ORBl5,96.6,-401.3,0.2,0.63,39
332,226,ORBl5,86.5,-245.6,0.4,0.67,49
334,254,ORBl5,76.7,-257.5,0.3,0.63,35
80,610,ORBl5,17.1,-62.7,0.3,0.67,31
106,326,ORBl5,29.3,-77.2,0.4,0.63,35
78,618,ORBl5,31,-47.4,0.7,0.83,14
316,325,ORBl2/3,85.1,-230.8,0.4,0.2,45
196,114,ORBl2/3,57.9,-137.8,0.4,0.7,46
259,146,ORBl2/3,135.5,-123.8,1.1,0.73,51
176,524,ORBl2/3,52.7,-123.3,0.4,0.7,47
153,243,ORBl2/3,47.3,-105.9,0.4,0.63,50
340,307,ORBl2/3,93,-247,0.4,0.2,43
89,2267,ORBl2/3,65.9,-23.4,2.8,1.03,39
145,443,ORBl2/3,28.7,-115.8,0.2,0.8,47
251,8571,ORBl2/3,59.2,-191.5,0.3,1,25
178,645,ORBl2/3,54.8,-123.6,0.4,0.73,70
315,1084,ORBl2/3,93.1,-221.9,0.4,0.73,42
225,1059,ORBl2/3,44,-180.9,0.2,0.77,49
725,1179,ORBl2/3,149.1,-575.6,0.3,0.8,47
148,460,ORBl2/3,51.1,-96.6,0.5,0.5,35
166,907,ORBl2/3,34.7,-131.4,0.3,0.93,22
142,330,ORBl2/3,57.2,-85.1,0.7,0.6,44
212,552,ORBl5,68,-144.1,0.5,0.87,58
564,854,ORBl5,171.3,-392.5,0.4,0.23,36
108,71,ORBl5,36.9,-71,0.5,0.57,24
168,3429,ORBl5,43.3,-124.8,0.3,0.27,9
237,230,ORBl5,107.4,-129.8,0.8,0.57,37
186,5709,ORBl5,61.9,-123.9,0.5,0.2,57
271,200,ORBl5,76.5,-194.8,0.4,0.6,42
101,1460,EPd,27,-73.7,0.4,0.67,38
162,226,EPd,50.6,-111.3,0.5,0.67,50
138,854,EPd,17.6,-120.7,0.1,0.87,29
122,752,EPd,33.9,-88,0.4,0.27,36
297,18973,EPd,20.2,-277.2,0.1,0.53,3
76,1750,EPd,18.4,-57.9,0.3,0.93,15
110,223,EPd,31.2,-78.9,0.4,0.77,37
78,172,EPd,19.6,-58.4,0.3,0.8,14
116,552,PIR,32,-84,0.4,0.67,42
264,80,PIR,73.2,-191.1,0.4,0.63,62
91,6473,PIR,33,-58.4,0.6,0.97,21
110,8883,PIR,29.2,-80.8,0.4,0.4,40
130,900,PIR,48.4,-82,0.6,0.47,36
156,207,PIR,40.4,-115.8,0.3,0.67,52
133,381,PIR,38.2,-94.8,0.4,0.63,36
102,704,PIR,34.5,-68,0.5,0.23,22
100,5007,PIR,26.8,-73.3,0.4,1.3,24
157,266,PIR,51.8,-105.6,0.5,0.8,55
130,329,PIR,36.3,-93.6,0.4,0.67,53
122,879,PIR,38.5,-83.8,0.5,0.6,40
121,369,PIR,28.5,-92.1,0.3,0.8,45
159,2161,PIR,48,-111,0.4,0.87,42
182,1101,PIR,52.9,-129.6,0.4,0.7,43
443,961,PIR,102.2,-340.6,0.3,0.7,60
145,1431,PIR,31.8,-113.3,0.3,0.47,37
495,265,PIR,115.8,-379.5,0.3,0.7,71
149,144,PIR,48,-101.3,0.5,0.3,37
683,346,PIR,151.1,-532.2,0.3,0.63,73
782,995,PIR,155,-627.1,0.2,0.67,66
356,1501,PIR,94,-262.2,0.4,0.27,46
212,4761,PIR,67.6,-144,0.5,0.23,30
156,2063,PIR,48.8,-106.8,0.5,0.53,30
268,668,PIR,77.1,-191,0.4,0.63,73
162,1932,PIR,48.3,-114,0.4,0.67,46
246,251,PIR,70.1,-176.3,0.4,0.67,54
195,614,PIR,47.9,-147.4,0.3,0.7,56
158,559,PIR,54.3,-103.2,0.5,0.7,40
156,501,PIR,41.6,-114.3,0.4,0.6,71
145,420,PIR,33.9,-110.8,0.3,0.57,39
95,2364,PIR,43.7,-51.2,0.9,0.33,17
122,764,PIR,46,-76.4,0.6,0.27,37
198,400,PIR,52.8,-145.5,0.4,0.67,72
195,916,PIR,59.2,-135.9,0.4,0.63,24
234,309,PIR,54.1,-180.3,0.3,0.57,49
72,276,SI,13,-59,0.2,0.47,25
50,2143,SI,11.9,-38.1,0.3,0.97,10
90,487,SI,22.7,-66.9,0.3,0.8,18
266,726,SI,81.4,-184.1,0.4,0.73,40
120,2719,SI,54.2,-66.1,0.8,0.27,26
237,1744,SI,48,-189.5,0.3,0.4,81
117,83,SI,42,-74.7,0.6,0.63,36
132,1680,OLF,34.4,-97.3,0.4,0.6,55
107,2140,OLF,26.4,-81,0.3,0.6,35
144,74,OLF,41.2,-102.8,0.4,0.67,50
117,4471,OLF,24.9,-92.5,0.3,0.9,20
76,303,SI,15.4,-61.1,0.3,0.83,23
60,579,VISa4,44.2,-15.3,2.9,1.23,0
127,406,VISa5,42.1,-84.7,0.5,0.67,57
104,155,VISa5,22.8,-81.3,0.3,0.87,71
102,139,VISa5,26.2,-76.1,0.3,0.47,40
277,198,VISa5,49.8,-226.8,0.2,0.77,46
227,276,VISa5,47.7,-179.2,0.3,0.77,44
151,10103,VISa5,10.6,-140.1,0.1,0.6,0
33,6308,VISa4,7.4,-25.9,0.3,1.3,0
82,776,VISa4,25.4,-57.1,0.4,0.23,18
86,531,VISa4,24,-62.3,0.4,0.97,31
117,3617,VISa4,22.8,-93.8,0.2,1.1,50
81,401,VISa5,23.9,-57.3,0.4,0.73,45
466,145,SSp-tr5,103.7,-362.2,0.3,0.77,79
641,1618,SSp-tr5,137,-503.7,0.3,0.67,86
204,2222,SSp-tr5,61.2,-143.1,0.4,0.83,95
127,3274,SSp-tr5,58.2,-68.6,0.8,0.63,35
198,179,SSp-tr5,57,-141,0.4,0.67,53
197,2193,SSp-tr5,50.9,-146.2,0.3,0.87,90
447,1286,SSp-tr5,144.8,-302.7,0.5,0.6,72
521,249,SSp-tr5,123.4,-397.4,0.3,0.67,72
117,534,SSp-tr5,22,-94.8,0.2,0.37,8
153,624,SSp-tr5,49.4,-103.7,0.5,0.37,39
84,2110,SSp-tr5,25.6,-58.1,0.4,0.8,48
492,124,VISa5,151.7,-340.3,0.4,0.23,61
499,284,VISa5,156.7,-342.1,0.5,0.23,55
490,122,VISa5,132.5,-357.7,0.4,0.73,56
208,158,VISa5,67.2,-140.9,0.5,0.63,55
94,436,VISa5,29.3,-64.4,0.5,0.77,36
388,185,VISa5,103.7,-284.6,0.4,0.67,56
432,143,VISa5,123,-308.9,0.4,0.7,56
472,128,VISa5,131.5,-340.7,0.4,0.7,56
79,2410,VISa5,20.4,-58.9,0.3,0.9,42
108,386,VISa5,33.3,-74.4,0.4,0.27,26
202,535,VISa5,68.2,-134,0.5,0.77,131
508,70,VISa5,136.5,-371.7,0.4,0.7,57
131,901,SSp-tr5,43.1,-87.9,0.5,0.63,52
148,2571,SSp-tr5,54.7,-93.2,0.6,0.53,77
123,449,SSp-tr5,24.7,-97.9,0.3,0.4,9
112,347,VISa5,38.2,-74.2,0.5,0.73,30
94,773,VISa5,8.8,-85,0.1,0.63,12
140,746,VISa5,20.2,-120.2,0.2,0.37,9
115,323,VISa5,31.9,-83.1,0.4,0.8,55
171,680,SSp-tr5,45,-126.3,0.4,0.6,39
184,466,SSp-tr6a,45.8,-138.6,0.3,0.97,56
278,1339,SSp-tr6a,151.7,-125.9,1.2,0.8,37
218,413,SSp-tr6a,40.3,-177.4,0.2,0.7,55
215,755,SSp-tr6a,82.5,-132.3,0.6,0.6,42
283,296,SSp-tr6a,74,-208.7,0.4,0.7,55
317,2792,SSp-tr6a,92.3,-224.3,0.4,0.47,89
227,1577,SSp-tr6a,65,-161.5,0.4,0.77,50
262,1252,SSp-tr6a,62.8,-199.3,0.3,0.83,72
334,2804,SSp-tr6a,97.8,-235.9,0.4,0.5,89
771,718,SSp-tr6a,167.7,-603.2,0.3,0.57,56
